"batch_size","best_epoch","bidirectional","dropout","dropout_lstm","english_lstm","epochs","german_lstm","layers","learning_rate","val_mae","val_mean_squared_error","val_pearsonr","val_rmse"
"128","8","False","0.37","0.06","64","500","32","[64, 32]","0.0006659999999999999","0.5266695022583008","0.7325322031974792","0.13833244144916534","0.8558809757232666"
"128","4","False","0.02","0.4","256","500","512","[512]","0.000158","0.5247800946235657","0.7327585816383362","0.16181626915931702","0.8560131788253784"
"512","5","True","0.1","0.25","128","500","256","[512, 32, 64, 256]","0.000686","0.5461296439170837","0.7357142567634583","0.14830683171749115","0.8577378988265991"
"512","22","False","0.46","0.07","32","500","128","[256, 512, 64, 32]","0.000906","0.5187538862228394","0.7355966567993164","0.13024204969406128","0.8576692938804626"
"64","4","True","0.48","0.41000000000000003","32","500","64","[512, 128]","0.0009379999999999999","0.5212774872779846","0.7347685694694519","0.13404595851898193","0.8571864366531372"
"32","4","True","0.29","0.02","64","500","64","[128, 32, 256]","0.000865","0.5090510845184326","0.7376552820205688","0.12467564642429352","0.8588685989379883"
"512","14","True","0.07","0.41000000000000003","128","500","256","[64]","0.00021099999999999998","0.5160151124000549","0.7316417098045349","0.16796517372131348","0.8553605675697327"
"64","4","True","0.09","0.18","64","500","32","[128, 32, 64]","0.0008439999999999999","0.5116552710533142","0.7379035353660583","0.1250307708978653","0.8590131402015686"
"128","11","False","0.22","0.04","32","500","128","[512]","0.000203","0.531805157661438","0.7322983145713806","0.150161013007164","0.8557443022727966"
"128","3","True","0.33","0.15","64","500","32","[64]","0.000919","0.5367038249969482","0.7304285764694214","0.15057432651519775","0.854651153087616"
"512","8","False","0.44","0.01","256","500","32","[32, 256, 128]","0.000669","0.5188254117965698","0.7411665320396423","0.09823164343833923","0.8609102964401245"
"64","25","False","0.22","0.31","512","500","512","[256, 128, 64]","0.00040699999999999997","0.5079329013824463","0.7393448352813721","0.15905815362930298","0.8598516583442688"
"256","8","False","0.1","0.37","512","500","32","[64, 128, 32]","0.000445","0.5507106781005859","0.7479016184806824","0.07601018995046616","0.8648130297660828"
"256","19","True","0.45","0.01","64","500","32","[512, 32, 128]","0.000256","0.5331201553344727","0.7307471036911011","0.1487504094839096","0.8548374772071838"
"32","4","True","0.29","0.03","256","500","64","[32, 256, 128, 512]","0.000536","0.5124817490577698","0.7343693971633911","0.13497500121593475","0.8569535613059998"
"128","4","True","0.37","0.41000000000000003","128","500","256","[256]","0.000605","0.5114592909812927","0.7319115996360779","0.15391035377979279","0.8555183410644531"
"256","8","True","0.46","0.36","512","500","256","[512, 64, 128, 256]","0.0008309999999999999","0.5237448811531067","0.7297003269195557","0.17396074533462524","0.8542249798774719"
"256","5","True","0.24","0.21","128","500","256","[128, 256, 512, 32]","0.000833","0.5361763834953308","0.7322826981544495","0.1437164694070816","0.855735182762146"
"256","8","False","0.37","0.35000000000000003","128","500","256","[128, 64]","0.000658","0.541931688785553","0.7397599816322327","0.11711031943559647","0.8600929975509644"
"64","7","False","0.1","0.43","32","500","128","[256, 128, 32]","0.0008629999999999999","0.5192969441413879","0.738572895526886","0.13866113126277924","0.8594026565551758"
"32","15","False","0.4","0.36","512","500","256","[256, 64, 32, 128]","0.00018199999999999998","0.5198416709899902","0.7351590394973755","0.11061316728591919","0.857414186000824"
"128","4","True","0.45","0.02","32","500","256","[256]","0.0007959999999999999","0.5138629674911499","0.7348501682281494","0.13134872913360596","0.857234001159668"
"32","5","False","0.11","0.49","256","500","64","[512, 32, 64, 256]","0.0006749999999999999","0.5298572778701782","0.7437880039215088","0.06940731406211853","0.8624314665794373"
"512","6","True","0.38","0.18","32","500","512","[128]","0.0007949999999999999","0.5255478620529175","0.7294116020202637","0.1510756015777588","0.8540560007095337"
"512","9","False","0.3","0.46","256","500","64","[256, 64, 128, 32]","0.000126","0.5302690267562866","0.7335546612739563","0.13826504349708557","0.8564780354499817"
"512","11","False","0.37","0.03","512","500","256","[32, 512]","0.0007779999999999999","0.5091208219528198","0.7410890460014343","0.12484939396381378","0.8608652949333191"
"64","9","True","0.4","0.0","128","500","64","[256, 512, 32, 128]","0.000709","0.5271185636520386","0.7362006306648254","0.13511094450950623","0.8580213189125061"
"64","28","False","0.44","0.15","128","500","32","[32, 512, 128, 256]","7.2e-05","0.5268121361732483","0.7330065965652466","0.1500559002161026","0.8561580181121826"
"32","3","True","0.03","0.44","32","500","32","[256, 32]","0.00015199999999999998","0.5426403284072876","0.728731632232666","0.1537943184375763","0.8536577820777893"
"256","1","False","0.33","0.4","256","500","128","[128]","0.0","0.5225051641464233","0.7470086812973022","-0.057104963809251785","0.8642966151237488"
"64","9","False","0.36","0.45","512","500","64","[64, 32]","8.999999999999999e-05","0.5469276905059814","0.7390336394309998","0.12030588090419769","0.8596706390380859"
"32","11","True","0.2","0.46","512","500","32","[64, 256, 32]","0.0008939999999999999","0.520660400390625","0.7431538701057434","0.1223711147904396","0.8620637059211731"
"32","13","False","0.13","0.08","32","500","512","[128, 256, 64, 512]","0.000354","0.5370128154754639","0.7369688153266907","0.1269511580467224","0.8584688901901245"
"32","2","True","0.34","0.0","64","500","32","[512, 128]","0.00043099999999999996","0.525684654712677","0.7318786978721619","0.13078603148460388","0.8554990887641907"
"512","16","True","0.27","0.02","32","500","128","[64, 32, 256]","0.000285","0.5198260545730591","0.7347240447998047","0.14416544139385223","0.8571604490280151"
"64","24","False","0.33","0.02","256","500","256","[256, 32]","0.00098","0.517428457736969","0.7425409555435181","0.05678050220012665","0.8617081642150879"
"512","31","False","0.48","0.29","32","500","128","[64, 32]","0.000536","0.5244923233985901","0.7690643668174744","0.03496439754962921","0.8769631385803223"
"32","4","True","0.34","0.03","256","500","64","[128]","0.00028399999999999996","0.5171748399734497","0.7350271940231323","0.11292768269777298","0.8573372960090637"
"512","11","True","0.44","0.04","256","500","64","[64, 256, 128]","0.000531","0.5149313807487488","0.7331244945526123","0.14022226631641388","0.856226921081543"
"32","7","False","0.26","0.17","256","500","512","[256, 512, 128]","0.000147","0.5173664689064026","0.7375592589378357","0.10949302464723587","0.858812689781189"
"256","7","False","0.14","0.06","128","500","32","[32]","0.000611","0.5554095506668091","0.7391483783721924","0.13574117422103882","0.8597373962402344"
"128","8","False","0.34","0.34","256","500","256","[32, 64, 512]","0.000236","0.5413896441459656","0.7335895895957947","0.142828568816185","0.8564984202384949"
"32","16","False","0.47000000000000003","0.49","128","500","32","[128, 64, 512, 256]","0.000901","0.5275089740753174","0.7351348400115967","0.11579461395740509","0.8574000597000122"
"32","14","False","0.49","0.38","512","500","256","[256, 32, 512]","0.00081","0.5288892984390259","0.746128261089325","0.036154765635728836","0.8637871742248535"
"32","10","False","0.44","0.36","512","500","32","[512]","0.000927","0.5164608359336853","0.7396087050437927","0.1282435804605484","0.8600050806999207"
"256","11","False","0.03","0.18","32","500","32","[256, 32, 64, 128]","0.000475","0.5105345249176025","0.7326045036315918","0.1526726484298706","0.8559231758117676"
"128","9","False","0.32","0.0","256","500","512","[128]","0.0009699999999999999","0.5515617728233337","0.7481850385665894","0.06932979822158813","0.8649768829345703"
"64","16","False","0.31","0.41000000000000003","128","500","256","[128, 64, 512, 256]","0.000602","0.5152744054794312","0.7472162842750549","0.07050807029008865","0.8644167184829712"
"256","7","True","0.02","0.42","64","500","128","[256]","0.00018199999999999998","0.5501665472984314","0.7320875525474548","0.15969401597976685","0.8556211590766907"
"32","4","True","0.22","0.01","256","500","64","[64, 512]","0.0008759999999999999","0.5057963132858276","0.7371285557746887","0.11647459119558334","0.8585619330406189"
"512","8","False","0.22","0.35000000000000003","128","500","512","[512, 256]","0.00024599999999999996","0.5220650434494019","0.734455943107605","0.12451982498168945","0.8570040464401245"
"512","8","False","0.09","0.2","64","500","32","[32]","0.00071","0.5150765180587769","0.735511302947998","0.13029521703720093","0.85761958360672"
"128","49","True","0.31","0.12","64","500","32","[256, 32]","3.1e-05","0.5310420989990234","0.7325109839439392","0.13212072849273682","0.8558685779571533"
"256","7","False","0.15","0.21","32","500","128","[128, 256]","0.000571","0.5228644013404846","0.7333038449287415","0.1625523865222931","0.8563316464424133"
"512","7","True","0.02","0.43","256","500","64","[64, 128, 32]","0.0009739999999999999","0.5647857785224915","0.7508936524391174","0.14341861009597778","0.8665412068367004"
"128","11","False","0.12","0.31","64","500","32","[64, 32, 128]","0.000196","0.5213986039161682","0.7307496070861816","0.15150482952594757","0.8548389077186584"
"256","12","False","0.48","0.12","512","500","256","[512, 128]","0.000387","0.5330318212509155","0.7395841479301453","0.10756207257509232","0.8599907755851746"
"32","4","False","0.04","0.43","256","500","512","[512]","0.000359","0.5255429744720459","0.7431724667549133","0.06534571945667267","0.8620744943618774"
"256","8","True","0.4","0.37","64","500","512","[512, 64]","0.00037299999999999996","0.5464785099029541","0.733764111995697","0.14571166038513184","0.8566003441810608"
"64","4","False","0.08","0.17","256","500","512","[64, 128]","0.000417","0.5126347541809082","0.7382100224494934","0.12771381437778473","0.8591914772987366"
"256","11","True","0.43","0.1","256","500","512","[64, 128, 256]","0.000995","0.5154879093170166","0.7440254092216492","0.11744999885559082","0.8625690937042236"
"128","11","True","0.26","0.31","128","500","256","[32]","0.000176","0.522017240524292","0.732370138168335","0.1558276116847992","0.8557862639427185"
"256","6","True","0.45","0.24","64","500","512","[128, 64]","0.0006259999999999999","0.5212080478668213","0.7318225502967834","0.15444937348365784","0.8554663062095642"
"128","4","True","0.21","0.24","512","500","128","[512, 32, 64, 256]","0.000366","0.5314193964004517","0.7280317544937134","0.15830574929714203","0.8532477617263794"
"128","4","False","0.01","0.35000000000000003","64","500","128","[128]","0.00037799999999999997","0.5118012428283691","0.729377806186676","0.17044946551322937","0.8540362119674683"
"64","18","False","0.06","0.01","512","500","64","[32, 128, 512, 64]","0.00056","0.5110791921615601","0.7428548336029053","0.12409164756536484","0.8618902564048767"
"128","20","False","0.16","0.33","512","500","512","[512]","0.000125","0.5548423528671265","0.8178972005844116","0.08101043850183487","0.9043766856193542"
"256","11","False","0.3","0.13","128","500","256","[64, 128, 512]","0.000926","0.5265164971351624","0.7368289828300476","0.12151234596967697","0.8583874106407166"
"512","8","False","0.12","0.24","128","500","32","[128, 512, 32, 64]","0.000194","0.5141041278839111","0.7373385429382324","0.12106626480817795","0.8586841821670532"
"128","3","False","0.12","0.24","512","500","32","[512, 128, 256]","0.000128","0.5320592522621155","0.7384963035583496","0.12630635499954224","0.8593580722808838"
"256","16","False","0.11","0.18","128","500","512","[64, 32, 128, 512]","0.00013099999999999999","0.5543699264526367","0.7390754222869873","0.14325173199176788","0.8596949577331543"
"64","8","False","0.23","0.38","256","500","32","[128, 32]","0.0009639999999999999","0.5227199792861938","0.7290880084037781","0.15032708644866943","0.8538665175437927"
"128","12","True","0.28","0.46","512","500","512","[32, 64, 512, 256]","0.00069","0.5347571969032288","0.7395915389060974","0.13481087982654572","0.8599950671195984"
"64","18","True","0.48","0.45","512","500","64","[512, 128, 256, 64]","0.00020899999999999998","0.5103433728218079","0.7409965395927429","0.1621045619249344","0.8608115315437317"
"256","11","False","0.3","0.38","128","500","256","[128, 256, 32]","0.000552","0.5069563388824463","0.7341858744621277","0.16281212866306305","0.8568464517593384"
"64","12","False","0.16","0.1","512","500","32","[256]","0.000372","0.5511438846588135","0.7638197541236877","0.04459480941295624","0.8739678263664246"
"256","6","True","0.38","0.12","32","500","512","[64, 128]","0.000851","0.5388843417167664","0.7366355657577515","0.13798663020133972","0.8582747578620911"
"32","4","False","0.29","0.17","128","500","128","[256]","0.000692","0.5179508924484253","0.7366893291473389","0.11917320638895035","0.8583061099052429"
"64","2","True","0.2","0.2","256","500","32","[128, 512]","0.00039","0.5460017323493958","0.7378873229026794","0.12315399199724197","0.8590036630630493"
"256","13","False","0.12","0.01","32","500","32","[128]","0.000281","0.5282750129699707","0.7323776483535767","0.1362694799900055","0.8557906746864319"
"32","3","False","0.03","0.32","512","500","512","[128, 512, 32]","0.000428","0.5213804841041565","0.7430357336997986","0.07225318998098373","0.8619952201843262"
"256","20","False","0.49","0.3","512","500","32","[32, 128]","0.000945","0.5131662487983704","0.7431124448776245","0.09931620955467224","0.8620396852493286"
"64","9","False","0.16","0.42","64","500","32","[128, 512, 32, 256]","0.0005769999999999999","0.5322529673576355","0.7353516221046448","0.12615422904491425","0.8575264811515808"
"256","8","False","0.06","0.41000000000000003","32","500","128","[128, 256, 64, 32]","0.000935","0.5471690893173218","0.7295660376548767","0.1722492128610611","0.8541463613510132"
"64","55","False","0.42","0.21","32","500","512","[64, 32, 128]","8e-06","0.5273049473762512","0.7293275594711304","0.151800274848938","0.8540067672729492"
"64","18","False","0.41000000000000003","0.02","256","500","128","[128]","0.000725","0.5155865550041199","0.7297652363777161","0.15836261212825775","0.8542630076408386"
"64","14","False","0.16","0.16","32","500","256","[256, 512, 32, 128]","0.0007959999999999999","0.5336633920669556","0.7384172677993774","0.13154330849647522","0.859312117099762"
"64","4","False","0.14","0.48","512","500","64","[32, 64]","6.5e-05","0.5151381492614746","0.7352047562599182","0.15801842510700226","0.8574408292770386"
"256","19","True","0.48","0.27","32","500","128","[32, 256]","0.000232","0.5303901433944702","0.7248536348342896","0.1681397259235382","0.85138338804245"
"256","3","True","0.04","0.21","32","500","512","[32, 64]","0.00033","0.519001841545105","0.7314727902412415","0.14811235666275024","0.8552618026733398"
"256","20","False","0.48","0.47000000000000003","32","500","256","[256, 512, 32]","0.0006129999999999999","0.5327215790748596","0.7308271527290344","0.1459738314151764","0.8548842668533325"
"32","12","False","0.49","0.38","32","500","32","[64, 256, 32, 128]","0.00030199999999999997","0.5252276659011841","0.7272335886955261","0.17317666113376617","0.8527799248695374"
"64","31","False","0.4","0.04","256","500","64","[256, 64, 32, 128]","0.000978","0.5293450355529785","0.7411186695098877","0.09892209619283676","0.8608825206756592"
"128","9","False","0.35000000000000003","0.06","64","500","256","[512, 256, 128]","0.000243","0.5574285387992859","0.7616140842437744","0.1319999098777771","0.8727050423622131"
"32","3","True","0.12","0.09","512","500","512","[256]","0.00098","0.5139524340629578","0.7353048324584961","0.10805495828390121","0.8574991822242737"
"64","11","False","0.19","0.34","64","500","32","[256, 64]","0.000937","0.5516079664230347","0.750495195388794","0.10962151736021042","0.866311252117157"
"32","4","True","0.11","0.31","32","500","512","[64, 512, 128]","0.000474","0.5270666480064392","0.7274397611618042","0.13109420239925385","0.8529008030891418"
"32","15","False","0.04","0.31","128","500","256","[128, 512, 256]","0.000625","0.5043092370033264","0.74446702003479","0.09960968792438507","0.8628250360488892"
"512","2","False","0.13","0.36","128","500","32","[256]","0.0007549999999999999","0.5369625091552734","0.7417723536491394","0.09356826543807983","0.8612620830535889"
"64","27","False","0.13","0.24","64","500","512","[128, 32, 512, 64]","0.00049","0.5313788652420044","0.7637767791748047","0.09245561063289642","0.8739432096481323"
"128","4","True","0.11","0.29","128","500","256","[32, 64]","0.000507","0.5163834691047668","0.7301637530326843","0.14940518140792847","0.8544961810112"
"32","21","True","0.36","0.28","128","500","64","[512, 128]","1.8e-05","0.5258106589317322","0.7295083403587341","0.15332858264446259","0.8541126251220703"
"32","15","False","0.26","0.07","32","500","128","[256, 64]","4.8e-05","0.5281789898872375","0.7267599701881409","0.1681019365787506","0.852502167224884"
"512","17","False","0.01","0.2","256","500","512","[32, 512]","6.1e-05","0.5025050640106201","0.7329879403114319","0.16116812825202942","0.8561471700668335"
"128","5","False","0.47000000000000003","0.22","256","500","128","[128, 512]","0.00045799999999999997","0.5141955614089966","0.7350817322731018","0.1480322927236557","0.857369065284729"
"32","18","False","0.11","0.07","64","500","128","[512, 128, 32, 256]","0.0008579999999999999","0.5169095396995544","0.7342120409011841","0.12385096400976181","0.8568617105484009"
"64","25","True","0.46","0.17","256","500","512","[32, 512, 256, 64]","0.000839","0.5247185230255127","0.7462356686592102","nan","0.8638493418693542"
"64","10","False","0.3","0.49","128","500","32","[128, 32, 512]","0.000605","0.5095883011817932","0.7418650388717651","0.10160567611455917","0.861315906047821"
"512","8","False","0.49","0.08","128","500","512","[128]","0.000987","0.5226298570632935","0.7372593879699707","0.11667545139789581","0.8586381077766418"
"128","3","True","0.25","0.43","256","500","256","[512, 256]","0.0006569999999999999","0.5382435321807861","0.7292214035987854","0.16357876360416412","0.8539445996284485"
"64","4","True","0.01","0.44","256","500","256","[512]","0.000226","0.5209164619445801","0.7343297600746155","0.14218100905418396","0.8569304347038269"
"512","2","True","0.06","0.21","128","500","64","[512, 256, 64]","0.000588","0.531448483467102","0.7321429252624512","0.15154671669006348","0.8556535243988037"
"128","4","True","0.01","0.19","128","500","512","[32, 512, 64, 256]","9.4e-05","0.5153505802154541","0.7300118803977966","0.16215923428535461","0.8544073104858398"
"512","7","True","0.07","0.16","64","500","512","[256, 512, 32, 128]","0.000215","0.555593729019165","0.7377422451972961","0.14656086266040802","0.8589192032814026"
"64","9","False","0.24","0.18","512","500","256","[256, 64]","7.2e-05","0.5429381132125854","0.737943708896637","0.14439325034618378","0.8590365052223206"
"64","4","True","0.02","0.01","512","500","512","[512, 128, 64, 32]","0.00018199999999999998","0.5171318650245667","0.7323427796363831","0.15082582831382751","0.8557702898979187"
"64","9","False","0.1","0.28","32","500","256","[64]","0.000983","0.519688069820404","0.7336806058883667","0.14921481907367706","0.8565515875816345"
"32","16","False","0.0","0.26","512","500","128","[64]","0.000463","0.4959864914417267","0.7539846301078796","0.11347991228103638","0.8683229088783264"
"256","12","False","0.44","0.03","256","500","32","[512]","0.000704","0.5489457845687866","0.7654544115066528","0.07534142583608627","0.8749024868011475"
"256","4","True","0.21","0.37","64","500","512","[256, 128, 512]","0.000118","0.5210559368133545","0.7286781668663025","0.17000500857830048","0.8536264896392822"
"32","4","True","0.21","0.26","256","500","32","[64, 128]","0.0008619999999999999","0.5078442096710205","0.7347177267074585","0.13874436914920807","0.8571567535400391"
"512","10","True","0.44","0.49","256","500","32","[32]","0.000428","0.5198582410812378","0.7330577969551086","0.14120438694953918","0.8561879396438599"
"128","11","True","0.45","0.45","512","500","128","[64, 512, 128]","0.000415","0.5110504627227783","0.7314316034317017","0.17894574999809265","0.8552377223968506"
"32","2","True","0.12","0.24","64","500","512","[256]","0.000232","0.5395590662956238","0.7301903963088989","0.12292608618736267","0.8545117974281311"
"128","10","False","0.16","0.24","64","500","256","[64, 128]","0.00039","0.5358892679214478","0.7330247163772583","0.14557257294654846","0.8561686277389526"
"512","12","True","0.37","0.29","512","500","32","[256, 64]","0.000645","0.5286713242530823","0.7324153780937195","0.13231401145458221","0.8558127284049988"
"512","9","False","0.37","0.25","32","500","128","[128]","0.00013","0.5217427015304565","0.7311484217643738","0.1481468826532364","0.8550722002983093"
"64","7","True","0.29","0.03","256","500","32","[64, 32, 256]","0.000252","0.5294098854064941","0.7298864722251892","0.15058597922325134","0.8543339371681213"
"256","4","True","0.31","0.21","128","500","512","[64, 128]","0.000558","0.5060030817985535","0.7373276948928833","0.1517835110425949","0.858677864074707"
"512","14","True","0.31","0.17","64","500","256","[256, 64, 128, 512]","0.000272","0.5148311257362366","0.7364978194236755","0.15654024481773376","0.8581945300102234"
"128","19","True","0.29","0.48","32","500","128","[64, 512, 256]","7.099999999999999e-05","0.5340848565101624","0.7275488972663879","0.16581116616725922","0.8529647588729858"
"64","4","False","0.28","0.41000000000000003","64","500","512","[512]","0.000466","0.5140193104743958","0.7363070249557495","0.13286589086055756","0.8580833673477173"
"128","2","True","0.26","0.22","512","500","32","[256]","0.000588","0.5389367938041687","0.729617714881897","0.15910989046096802","0.8541766405105591"
"64","4","True","0.14","0.07","64","500","256","[128]","0.000856","0.5252835154533386","0.7420527338981628","0.1144644170999527","0.8614248037338257"
"512","8","False","0.49","0.34","128","500","512","[128]","0.00021799999999999999","0.521268904209137","0.732052206993103","0.13940203189849854","0.8556004762649536"
"512","14","False","0.33","0.35000000000000003","128","500","256","[64, 32, 512, 128]","0.000388","0.5314128994941711","0.7317380905151367","0.13839252293109894","0.8554168939590454"
"512","6","True","0.27","0.25","256","500","32","[256]","0.000383","0.5211734771728516","0.729997456073761","0.15244874358177185","0.8543989062309265"
"256","7","True","0.1","0.15","128","500","32","[32, 256, 64]","0.000558","0.5172814726829529","0.7267205715179443","0.16390153765678406","0.852479100227356"
"32","12","False","0.16","0.13","32","500","64","[256, 64, 512, 128]","0.000439","0.5458940267562866","0.7329730987548828","0.14423656463623047","0.8561384677886963"
"256","4","True","0.2","0.47000000000000003","256","500","64","[512, 64]","0.0005899999999999999","0.4989505112171173","0.7479059100151062","0.12785571813583374","0.8648155331611633"
"64","81","False","0.32","0.33","64","500","64","[32, 256, 128, 64]","8e-06","0.5261306166648865","0.7305780053138733","0.1422579139471054","0.8547385334968567"
"32","4","True","0.03","0.23","32","500","256","[512, 32, 256, 64]","0.000704","0.5056803226470947","0.734025239944458","0.1311616450548172","0.8567527532577515"
"128","4","True","0.0","0.43","128","500","256","[512, 32, 128]","0.00067","0.49876996874809265","0.7401555180549622","0.15131698548793793","0.860322892665863"
"256","5","True","0.44","0.32","256","500","512","[64, 256]","0.000426","0.523848295211792","0.7291447520256042","0.15465115010738373","0.8538997173309326"
"256","7","True","0.17","0.06","32","500","128","[512, 128]","0.000204","0.5506966710090637","0.7370168566703796","0.14437077939510345","0.8584968447685242"
"256","4","True","0.06","0.42","256","500","256","[512, 32, 128]","0.000479","0.5158038139343262","0.7285169959068298","0.1600477397441864","0.853532075881958"
"64","22","False","0.47000000000000003","0.22","64","500","64","[128, 32, 64, 256]","0.000279","0.5325691103935242","0.7371617555618286","0.14011159539222717","0.8585812449455261"
"512","6","True","0.37","0.04","64","500","128","[64]","0.0008169999999999999","0.5344218015670776","0.7307941317558289","0.14495107531547546","0.8548649549484253"
"32","6","False","0.14","0.41000000000000003","64","500","256","[32, 256]","0.0009069999999999999","0.5213541984558105","0.7351096272468567","0.12544207274913788","0.8573853373527527"
"512","7","False","0.45","0.43","512","500","512","[32]","0.000816","0.5165684819221497","0.7384384870529175","0.12082618474960327","0.8593244552612305"
"256","15","True","0.41000000000000003","0.1","256","500","128","[512, 128]","0.000112","0.5420874953269958","0.7299902439117432","0.15787193179130554","0.8543946743011475"
"32","8","False","0.23","0.13","32","500","128","[32]","0.000714","0.5311861038208008","0.72963547706604","0.160707026720047","0.85418701171875"
"64","4","True","0.09","0.16","512","500","256","[64, 512]","0.0005409999999999999","0.5019668340682983","0.7348355650901794","0.17087364196777344","0.8572254776954651"
"32","1","True","0.48","0.48","512","500","512","[128, 32, 64]","0.0","0.5168140530586243","0.7467048764228821","0.023912612348794937","0.8641208410263062"
"256","7","False","0.05","0.08","128","500","128","[256, 32]","0.000466","0.5185035467147827","0.7347922325134277","0.15502966940402985","0.8572002053260803"
"32","4","True","0.03","0.23","256","500","128","[64]","0.00026399999999999997","0.5309008359909058","0.741003155708313","0.10466515272855759","0.8608154058456421"
"512","6","True","0.1","0.46","512","500","64","[64, 256]","0.000233","0.5271868109703064","0.728792130947113","0.1548018604516983","0.8536932468414307"
"256","5","True","0.22","0.17","128","500","256","[256, 64, 128]","0.000676","0.5321477055549622","0.7367665767669678","0.14032132923603058","0.8583510518074036"
"128","4","True","0.18","0.34","64","500","512","[256]","0.000988","0.5211893916130066","0.7335677146911621","0.1294478476047516","0.8564856648445129"
"256","4","True","0.41000000000000003","0.42","512","500","512","[128]","0.000868","0.5310875177383423","0.7356976866722107","0.13470953702926636","0.8577281832695007"
"64","18","False","0.16","0.44","512","500","128","[64, 512]","0.000509","0.5151506066322327","0.7638936042785645","0.15742875635623932","0.8740100860595703"
"128","5","False","0.35000000000000003","0.05","32","500","32","[64, 512, 32, 256]","0.000731","0.518642783164978","0.7387531399726868","0.1282360702753067","0.8595075011253357"
"128","4","True","0.05","0.44","128","500","128","[256, 512, 32]","0.0005729999999999999","0.5186110734939575","0.7271729707717896","0.16461946070194244","0.8527444005012512"
"32","4","True","0.19","0.17","32","500","64","[64, 512, 32]","0.000739","0.5127840638160706","0.7356095910072327","0.13261421024799347","0.8576768636703491"
"128","8","True","0.32","0.46","128","500","128","[32, 256, 128, 64]","0.000607","0.5365611910820007","0.7269933819770813","0.17688098549842834","0.8526390790939331"
"128","22","True","0.47000000000000003","0.35000000000000003","64","500","512","[512, 32, 128]","0.000278","0.5249695181846619","0.7418388724327087","0.10051179677248001","0.8613007068634033"
"512","15","True","0.24","0.02","32","500","512","[128, 512, 32]","0.000249","0.5340239405632019","0.7413455843925476","0.15279872715473175","0.8610142469406128"
"32","14","True","0.47000000000000003","0.23","32","500","128","[64, 32, 512, 128]","0.0009159999999999999","0.5272142887115479","0.7427740097045898","0.1537686288356781","0.8618434071540833"
"64","8","True","0.38","0.34","32","500","256","[64, 256, 128, 512]","0.000834","0.5317543148994446","0.7373296618461609","0.12161606550216675","0.8586789965629578"
"512","18","True","0.11","0.25","32","500","512","[128, 32]","0.00010499999999999999","0.5425028204917908","0.7300929427146912","0.1569547951221466","0.854454755783081"
"64","4","True","0.06","0.46","512","500","512","[32]","0.000217","0.5290009379386902","0.7327383160591125","0.13700366020202637","0.8560013771057129"
"32","11","False","0.01","0.23","32","500","128","[256, 64, 512, 32]","0.000155","0.5138745307922363","0.7368597388267517","0.17028643190860748","0.858405351638794"
"64","5","True","0.04","0.14","256","500","64","[128, 64]","0.000652","0.568449079990387","0.7927756309509277","0.08709006011486053","0.8903794884681702"
"128","3","False","0.07","0.01","128","500","512","[512, 256, 64, 128]","0.000445","0.5183878540992737","0.7452088594436646","0.11027080565690994","0.8632547855377197"
"128","15","False","0.43","0.14","256","500","256","[32, 512, 128, 64]","0.00039999999999999996","0.5249738693237305","0.7343851923942566","0.13860753178596497","0.8569628000259399"
"512","10","False","0.3","0.0","128","500","64","[256]","0.00053","0.5064787864685059","0.7383074760437012","0.1399035006761551","0.8592482209205627"
"128","58","True","0.22","0.39","128","500","512","[512, 128, 64, 32]","1.4999999999999999e-05","0.5300539135932922","0.725877583026886","0.18823353946208954","0.8519845008850098"
"512","13","True","0.28","0.06","128","500","32","[32, 256]","0.000265","0.5320882797241211","0.7280740737915039","0.16031870245933533","0.853272557258606"
"256","4","True","0.2","0.42","256","500","64","[256]","0.000722","0.52045077085495","0.734362781047821","0.149894118309021","0.8569496870040894"
"128","6","True","0.38","0.23","128","500","32","[64, 32]","0.0009119999999999999","0.518198549747467","0.7352564930915833","0.13107381761074066","0.8574709892272949"
"256","4","True","0.24","0.3","512","500","256","[128]","0.000583","0.5198887586593628","0.7300292253494263","0.1597282588481903","0.8544175028800964"
"32","4","False","0.12","0.27","512","500","128","[128, 256, 512]","0.000846","0.5066359043121338","0.7471270561218262","0.12963762879371643","0.8643651008605957"
"512","14","False","0.41000000000000003","0.33","64","500","256","[128, 32]","0.00036199999999999996","0.5340439081192017","0.7340702414512634","0.13120926916599274","0.8567789793014526"
"128","15","True","0.12","0.49","256","500","32","[128, 64]","4.2999999999999995e-05","0.5347310304641724","0.7299712300300598","0.15135955810546875","0.8543835282325745"
"512","6","True","0.26","0.38","512","500","256","[64]","0.0006619999999999999","0.5222497582435608","0.7269386053085327","0.16497844457626343","0.8526069521903992"
"256","8","False","0.38","0.15","256","500","256","[128, 512, 32]","0.000317","0.5482298731803894","0.7319037914276123","0.15760643780231476","0.8555137515068054"
"256","15","True","0.46","0.42","128","500","64","[32, 256, 64, 512]","0.000513","0.5373398065567017","0.7303491234779358","0.15463712811470032","0.8546046614646912"
"128","8","False","0.38","0.2","64","500","512","[32]","0.000477","0.5227161645889282","0.733881950378418","0.12878593802452087","0.8566691279411316"
"64","12","False","0.16","0.07","32","500","256","[64, 32]","6.5e-05","0.5252808332443237","0.7301816940307617","0.1640702188014984","0.8545066714286804"
"256","7","False","0.17","0.13","256","500","256","[512]","0.000361","0.5211291313171387","0.7349719405174255","0.1513189971446991","0.8573050498962402"
