"batch_size","best_epoch","dropout","dropout_lstm","english_lstm","epochs","german_lstm","layers","learning_rate","val_mae","val_mean_squared_error","val_pearsonr","val_rmse"
"64","9","0.19","0.02","64","250","32","[128, 1024, 512]","5.4e-05","0.5352092385292053","0.7498562932014465","0.13600559532642365","0.8659424185752869"
"256","11","0.49","0.26","256","250","32","[1024, 512, 64]","0.000396","0.5237374305725098","0.7263237833976746","0.11508917808532715","0.8522463440895081"
"128","2","0.39","0.15","256","250","256","[1024]","0.0005369999999999999","0.5390489101409912","0.7755635976791382","0.14418037235736847","0.880660891532898"
"512","14","0.4","0.3","64","250","128","[128, 256]","0.000642","0.5516822338104248","0.885001003742218","0.09946707636117935","0.940744936466217"
"32","12","0.42","0.32","32","250","128","[64, 256, 512, 128]","0.000124","0.5214394330978394","0.7344327569007874","0.1396835297346115","0.8569905161857605"
"512","9","0.25","0.46","128","250","512","[256, 1024, 512, 128]","0.000403","0.5673491358757019","0.8748785257339478","0.06860971450805664","0.9353494048118591"
"128","3","0.02","0.19","512","250","64","[512, 256, 1024]","0.000419","0.5423131585121155","0.7818878889083862","0.14448070526123047","0.8842442631721497"
"64","12","0.45","0.15","512","250","32","[128, 512, 256]","0.000625","0.5589341521263123","0.7537868022918701","0.1467278003692627","0.8682089447975159"
"256","16","0.16","0.41000000000000003","256","250","64","[128, 1024, 64]","0.000522","0.5069158673286438","0.7185072898864746","0.17302663624286652","0.8476480841636658"
"512","6","0.24","0.32","128","250","64","[256, 512, 128]","0.000823","0.5526803731918335","0.860969066619873","0.198825404047966","0.9278841614723206"
"32","2","0.03","0.48","32","250","32","[512, 1024, 128, 64]","0.0007279999999999999","0.5304843783378601","0.7443169355392456","0.12015670537948608","0.8627380728721619"
"128","1","0.02","0.03","256","250","256","[1024, 512]","0.000749","0.5218878984451294","0.7811471819877625","0.14479169249534607","0.8838253021240234"
"256","3","0.09","0.46","32","250","64","[1024, 128]","0.000548","0.5011351704597473","0.730574905872345","0.1465330868959427","0.8547367453575134"
